,ID,name,age,sex,breed,date_found,adoptable_from,posted,color,coat,size,neutered,housebroken,likes_people,likes_children,get_along_males,get_along_females,get_along_cats,keep_in
730,2896,Tódor,3.92,male,Labrador Retriever Mix,1/19/17,2/11/17,1/29/17,black,short,large,yes,,yes,yes,,yes,,both flat and garden
731,712,Szamoskéri Fanta,4.17,female,"German Shepherd Dog, Greyhound Mix",9/11/16,1/5/17,1/20/17,black,short,medium,yes,yes,yes,yes,yes,yes,,both flat and garden
732,1058,Rex,8.0,male,German Shepherd Dog Mix,11/10/16,11/10/16,11/27/16,black and brown,medium,large,yes,,yes,yes,yes,yes,,garden
733,176,Gizmó,4.83,female,Pekingese Mix,2/1/16,2/1/16,1/29/17,black,short,small,yes,yes,yes,yes,yes,yes,yes,both flat and garden
734,7650,Römi,5.0,male,Labrador Retriever Mix,12/11/15,12/11/15,11/16/16,yellow-brown,short,medium,no,,yes,yes,yes,yes,yes,both flat and garden
735,1059,Conor,5.5,male,Unknown Mix,5/1/16,5/1/16,11/27/16,black,short,large,yes,,yes,yes,yes,yes,,garden
736,472,Bibo,5.92,male,Unknown Mix,12/15/16,12/15/16,12/15/16,black,medium,medium,,,yes,yes,yes,yes,,both flat and garden
737,7659,Blacky,4.92,male,Labrador Retriever Mix,12/10/16,12/10/16,12/24/16,black,short,medium,no,,yes,Maybe?,yes,yes,,both flat and garden
738,2827,Örzse,5.0,female,Unknown Mix,11/10/16,11/10/16,11/14/16,tricolor,short,medium,yes,,,Maybe?,,,,garden
739,3331,Lotti,5.0,female,Staffordshire Terrier Mix,11/20/16,11/20/16,11/23/16,golden,short,medium,yes,,yes,Maybe?,,,,both flat and garden
740,1123,Keres Emil,8.92,male,Unknown Mix,5/27/16,5/27/16,11/6/16,white,short,large,yes,,,Maybe?,,,,
741,455,Paul,3.5,male,Unknown Mix,10/29/16,10/29/16,10/29/16,black,medium,small,no,,yes,yes,no,yes,no,both flat and garden
742,594,Lord,4.58,male,Dachshund Mix,11/9/16,11/9/16,11/9/16,black and white,short,small,no,,yes,Maybe?,yes,yes,,flat
743,1054,Gina,6.83,female,Staffordshire Terrier Mix,4/5/16,4/5/16,11/12/16,brown,short,medium,yes,,yes,yes,yes,no,no,both flat and garden
744,2826,Maci/Zoé,3.25,female,Unknown Mix,10/21/16,12/10/16,10/26/16,brown,medium,medium,,,yes,yes,yes,yes,,both flat and garden
745,7645,Mókus,3.25,female,"Dachshund, English Cocker Spaniel, Whippet Mix",10/31/16,10/31/16,11/11/16,yellow-brown,medium,medium,no,no,yes,Maybe?,yes,yes,,flat
746,7644,,3.75,female,Unknown Mix,10/24/16,10/24/16,10/31/16,black,short,small,no,yes,yes,yes,yes,yes,,both flat and garden
747,458,Smokey,4.0,male,Unknown Mix,10/29/16,10/29/16,10/29/16,black,wirehaired,medium,no,,yes,yes,yes,yes,,both flat and garden
748,595,Bogi,3.92,female,Puli Mix,11/10/16,11/10/16,11/12/16,black,medium,medium,yes,yes,yes,Maybe?,yes,yes,,both flat and garden
749,2821,Morzsa/Démon,3.17,female,Unknown Mix,10/4/16,12/24/16,10/26/16,black and brown,short,medium,,,yes,yes,yes,yes,,both flat and garden
750,7638,Félix,6.08,male,Puli Mix,3/29/14,3/29/14,10/14/16,apricot,medium,medium,yes,yes,yes,yes,yes,yes,yes,garden
751,597,Dezsõ,5.08,male,Unknown Mix,10/14/16,10/14/16,11/12/16,yellow,short,medium,,,yes,Maybe?,yes,yes,,flat
752,1052,Donna,7.58,female,Staffordshire Terrier Mix,9/2/15,9/2/15,11/12/16,brown,short,large,yes,,yes,yes,yes,no,,both flat and garden
753,7633,Coyote,4.92,male,German Shepherd Dog Mix,3/9/15,3/9/15,10/10/16,sable,medium,large,yes,,,Maybe?,yes,yes,yes,garden
754,7634,Pirinyó,9.17,female,"Chihuahua, Pinscher Mix",5/12/16,5/12/16,10/10/16,black and tan,short,small,,yes,yes,yes,yes,yes,yes,both flat and garden
755,1120,Kis Jani,4.08,male,Briard Mix,8/16/16,8/16/16,11/6/16,yellow-brown,medium,large,yes,,yes,Maybe?,,yes,,both flat and garden
756,1122,Ferdinánd,9.42,male,German Shepherd Dog Mix,6/5/16,6/5/16,11/6/16,tricolor,medium,medium,yes,,,Maybe?,,,,
757,7636,Benõ,11.83,male,Labrador Retriever Mix,9/10/08,9/10/08,10/11/16,black,short,large,yes,yes,yes,yes,yes,yes,yes,both flat and garden
758,1121,Lavor,8.08,female,Labrador Retriever Mix,8/3/16,8/3/16,11/6/16,black,short,large,yes,,,Maybe?,no,,,both flat and garden
759,466,Rudolf,5.0,male,Unknown Mix,11/13/16,11/13/16,11/13/16,black,wirehaired,medium,yes,,yes,yes,yes,yes,,both flat and garden
760,609,Rocky,11.08,male,German Shepherd Dog,5/13/16,5/13/16,9/11/16,black and tan,short,large,yes,,yes,Maybe?,no,,,both flat and garden
761,587,Gitta,4.83,female,Unknown Mix,6/1/16,7/1/16,10/7/16,brown,short,small,yes,,yes,Maybe?,yes,yes,,both flat and garden
762,2785,Oreo,5.67,male,Dachshund Mix,9/13/16,9/13/16,9/19/16,black,short,small,,,yes,yes,,yes,,
763,2909,Tirza,7.33,female,Staffordshire Terrier Mix,8/21/16,8/21/16,8/31/16,striped,short,medium,,,,Maybe?,,,,
764,2827,Fõnök,4.67,male,Unknown Mix,1/20/16,1/20/16,8/21/16,sable,short,large,yes,,,Maybe?,,,,
765,7616,Grisella,14.0,female,German Shepherd Dog,3/17/16,3/17/16,8/23/16,gray,medium,large,yes,yes,yes,Maybe?,yes,yes,,both flat and garden
766,2826,Csorba,4.67,male,Unknown Mix,1/20/16,1/20/16,8/21/16,gray,wirehaired,large,yes,,,Maybe?,,,,
767,2908,Mojka,4.83,female,Unknown Mix,8/18/16,8/18/16,8/31/16,gray and white,short,medium,,,,Maybe?,,,,
768,2822,Soki,5.33,male,Unknown Mix,12/20/15,12/20/15,8/21/16,black,short,medium,yes,,,Maybe?,,,,
769,2852,Tadeus,14.75,male,Unknown Mix,3/17/16,3/17/16,8/25/16,black and tan,wirehaired,medium,,,,Maybe?,,,,
770,2855,Mali,4.58,female,Unknown Mix,5/1/16,5/1/16,8/25/16,yellow-brown,short,medium,,,,Maybe?,,,,
771,2843,Csubakka,4.67,male,Unknown Mix,3/1/16,3/1/16,8/21/16,gray,medium,large,,,,Maybe?,,,,
772,2878,Bombur,8.5,male,Labrador Retriever Mix,6/25/16,6/25/16,8/25/16,black,short,medium,yes,,,Maybe?,,,,
773,2850,Ferina,5.33,female,Unknown Mix,3/1/16,3/1/16,8/25/16,yellow-brown,medium,large,yes,,,Maybe?,,,,
774,2898,Vicus,4.5,female,Unknown Mix,7/29/16,7/29/16,8/31/16,yellow-brown,short,small,,,,Maybe?,,,,
775,2775,Lajka,3.42,male,Vizsla Mix,8/19/16,8/19/16,8/28/16,black and brown,short,medium,,,yes,yes,yes,yes,,garden
776,2873,Csiperke,3.5,female,Unknown Mix,6/20/16,6/20/16,8/25/16,yellow-brown,short,small,yes,,,Maybe?,,,,
777,2842,Allergra,10.83,female,Staffordshire Terrier Mix,2/23/16,2/23/16,8/21/16,brown and white,short,medium,yes,,,Maybe?,,,,
778,2912,Cintia,5.33,female,Unknown Mix,8/23/16,8/23/16,8/31/16,yellow-brown,short,medium,,,,Maybe?,,,,
779,7625,Csutak,3.67,male,Pekingese Mix,9/15/16,9/15/16,9/17/16,red and white,long,small,no,yes,yes,yes,yes,yes,yes,flat
780,2716,Héra,4.58,female,Staffordshire Terrier Mix,6/17/16,7/16/16,6/19/16,brown,short,medium,yes,,yes,yes,,,,both flat and garden
781,2726,Juli,4.92,female,Unknown Mix,6/13/16,6/13/16,6/28/16,brown,wirehaired,large,,,yes,yes,yes,yes,,garden
782,1118,Önkéntes,10.92,male,German Shepherd Dog Mix,7/1/16,7/1/16,8/19/16,black and brown,medium,large,yes,,,Maybe?,,,,
783,3119,Jimmy,4.42,male,Unknown Mix,7/10/16,7/10/16,7/24/16,apricot,short,medium,yes,yes,yes,Maybe?,yes,yes,,both flat and garden
784,574,Fülöp,4.08,male,Schnauzer Mix,4/11/16,7/26/16,7/26/16,black,medium,small,,,yes,Maybe?,yes,yes,,both flat and garden
785,2820,Lex,7.83,male,Unknown Mix,11/8/15,11/8/15,8/21/16,yellow-brown,short,large,,,,Maybe?,,,,
786,7589,Semyr,3.92,male,Belgian Malinois Mix,6/3/16,6/3/16,6/23/16,saddle back,short,medium,no,,yes,Maybe?,yes,yes,,both flat and garden
787,1500,Perecesi Gazdikeresõ,3.92,female,Unknown Mix,6/6/16,6/6/16,6/12/16,black,medium,medium,no,,yes,yes,yes,yes,yes,garden
788,604,Chris,3.58,male,Staffordshire Terrier Mix,5/1/16,5/1/16,6/24/16,black and tan,short,medium,yes,,yes,yes,,yes,,both flat and garden
789,3564,Bütyõk,5.42,female,"Puli, Pumi Mix",11/15/15,11/15/15,7/4/16,black,medium,medium,yes,yes,yes,Maybe?,yes,,,both flat and garden
790,648,Gömbi,11.83,male,German Shepherd Dog Mix,3/4/16,3/4/16,6/22/16,black and tan,short,medium,yes,yes,yes,yes,,,yes,both flat and garden
791,534,Lime,13.5,female,English Cocker Spaniel,3/27/16,3/27/16,6/7/16,black,medium,medium,yes,,,Maybe?,,,,
792,3105,Cibil,4.42,female,Unknown Mix,7/5/16,7/5/16,7/18/16,brown and white,short,medium,yes,,yes,Maybe?,yes,yes,,both flat and garden
793,1497,Liza,4.33,female,Rottweiler Mix,5/14/16,5/15/16,6/8/16,black and tan,short,medium,,,yes,Maybe?,,,,garden
794,400,Niké,4.42,female,Unknown Mix,1/26/16,1/26/16,6/14/16,black and tan,short,medium,,,yes,yes,yes,yes,,both flat and garden
795,7601,Dagi,5.83,male,"Dachshund, Terrier Mix",12/31/15,12/31/15,7/6/16,black and brown,medium,small,,yes,yes,yes,no,yes,no,both flat and garden
796,1499,Mona,5.5,female,Dachshund Mix,5/7/16,5/7/16,6/12/16,striped,short,small,yes,yes,yes,Maybe?,yes,,yes,flat
797,7602,Rupert,3.83,male,Pumi Mix,6/1/16,6/1/16,7/7/16,black,medium,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden
798,3132,Toffife,4.33,male,Unknown Mix,7/15/16,7/15/16,7/26/16,black and brown,short,small,yes,,yes,Maybe?,,,,both flat and garden
799,1269,Hobó,5.83,male,Giant Schnauzer,5/1/16,5/1/16,8/11/16,black,medium,large,,no,yes,yes,yes,yes,,both flat and garden
800,1496,Befogadott Kutya Gazdát Keres,7.5,male,"Dachshund, Labrador Retriever Mix",5/19/16,5/19/16,5/26/16,brown and white,short,medium,no,,,Maybe?,,,,
801,556,Saci,9.5,female,"Schnauzer, Spaniel Mix",5/15/16,5/15/16,6/6/16,black,medium,medium,yes,yes,yes,Maybe?,yes,yes,,flat
802,2116,Fáncsi,4.58,female,Staffordshire Terrier Mix,2/7/16,2/7/16,5/19/16,black and white,short,medium,yes,,yes,yes,yes,yes,no,both flat and garden
803,2127,Lucy,9.08,female,Unknown Mix,11/3/15,11/3/15,5/19/16,black and white,short,medium,yes,yes,yes,yes,yes,yes,no,garden
804,2119,Hendó,11.58,male,Staffordshire Terrier Mix,5/4/15,5/4/15,5/19/16,striped,short,medium,yes,yes,yes,yes,no,yes,no,both flat and garden
805,2125,Laki,5.92,male,Unknown Mix,1/24/16,1/24/16,5/19/16,black,short,large,yes,,yes,yes,yes,yes,no,both flat and garden
806,2118,Gömbi,11.75,male,Unknown Mix,3/22/16,3/22/16,5/19/16,gray,wirehaired,medium,no,yes,yes,yes,yes,yes,no,both flat and garden
807,2126,Lédi,6.75,female,Unknown Mix,3/6/16,3/6/16,5/19/16,black,short,medium,no,yes,yes,yes,yes,yes,no,garden
808,2121,Ivett,8.08,female,Cane Corso,10/9/15,10/9/15,5/19/16,black,short,large,yes,yes,yes,no,no,no,no,garden
809,614,Szentgotthárdi Rex,7.5,male,"Belgian Malinois, Greyhound Mix",5/19/16,5/20/16,5/19/16,yellow,short,medium,yes,,yes,yes,yes,yes,,both flat and garden
810,2115,Eddy,10.42,male,Unknown Mix,3/22/16,3/22/16,5/19/16,black and brown,short,large,no,yes,yes,no,no,no,no,garden
811,2124,Kormi,9.67,male,Unknown Mix,4/8/16,4/8/16,5/19/16,black and brown,wirehaired,medium,no,yes,yes,yes,yes,yes,no,both flat and garden
812,1494,Új Gazdát Keres,9.5,female,Havanese,5/3/16,5/3/16,5/21/16,black and white,medium,small,,yes,yes,Maybe?,,,,flat
813,2114,Dorren,12.75,male,Unknown Mix,2/10/16,2/10/16,5/19/16,gray,wirehaired,medium,yes,yes,yes,yes,no,yes,no,garden
814,396,Pita I.,3.83,female,Unknown Mix,6/1/16,6/1/16,6/2/16,tricolor,short,medium,,,yes,yes,yes,yes,,both flat and garden
815,2123,Kolos,4.58,male,Unknown Mix,12/4/15,12/4/15,5/19/16,black,wirehaired,medium,yes,yes,yes,yes,yes,yes,no,both flat and garden
816,2120,Hudini,5.33,male,Unknown Mix,2/21/16,2/21/16,5/19/16,black,short,medium,yes,,yes,yes,no,yes,no,both flat and garden
817,2122,Jily,7.5,female,Unknown Mix,6/15/15,6/15/15,5/19/16,black,wirehaired,large,yes,,yes,yes,yes,yes,no,garden
818,582,Kicsi,4.5,female,Unknown Mix,5/20/16,5/20/16,6/3/16,brown,short,small,yes,,yes,yes,yes,yes,,both flat and garden
819,2117,Gizi,5.25,female,Vizsla Mix,3/5/15,3/5/15,5/19/16,brown,short,medium,no,yes,yes,yes,yes,yes,yes,garden
820,2112,Camy,10.42,male,Staffordshire Terrier,7/14/15,7/14/15,5/19/16,black,short,medium,yes,yes,yes,yes,no,no,no,both flat and garden
821,2107,Borzos,11.83,male,Old German Shepherd,2/18/16,2/18/16,5/19/16,black and brown,medium,large,no,yes,yes,no,no,no,no,garden
822,541,Bundás,6.58,female,Unknown Mix,5/1/15,5/1/15,5/11/16,black and brown,medium,medium,yes,,yes,Maybe?,yes,yes,,both flat and garden
823,543,Belgák,8.58,male,Belgian Sheepdog Mix,4/5/14,4/5/14,5/11/16,black and brown,medium,medium,,,yes,Maybe?,,,,
824,2103,Becky,5.92,female,Staffordshire Terrier Mix,1/29/16,1/29/16,5/19/16,striped,short,medium,yes,,yes,yes,yes,no,no,both flat and garden
825,540,Bodri,6.58,male,Puli,8/1/15,8/1/15,5/11/16,gray,long,medium,,,yes,Maybe?,yes,yes,,both flat and garden
826,2105,Betyár,8.75,male,Unknown Mix,3/25/16,3/25/16,5/19/16,brown,short,medium,no,yes,yes,no,no,no,no,garden
827,1047,Lennox,4.5,male,Unknown Mix,4/16/16,4/16/16,5/15/16,brown and white,medium,medium,yes,,yes,yes,yes,yes,no,both flat and garden
828,2113,Dalton,5.75,male,Unknown Mix,3/3/16,3/3/16,5/19/16,striped,short,medium,no,yes,yes,yes,yes,yes,no,both flat and garden
829,1493,Lati,7.58,male,Unknown Mix,4/29/16,4/30/16,5/13/16,sable,short,medium,no,,yes,Maybe?,,,,both flat and garden
830,2111,Buksi,11.67,male,Setter Mix,4/7/16,4/7/16,5/19/16,black,medium,medium,no,yes,yes,yes,no,yes,no,garden
831,1036,Greg,6.5,male,Unknown Mix,4/10/16,4/10/16,5/15/16,brown and white,short,medium,yes,,yes,yes,,yes,,both flat and garden
832,2106,Bobi,9.58,male,Unknown Mix,5/15/15,5/15/15,5/19/16,gray,short,medium,yes,yes,yes,yes,no,yes,no,garden
833,1039,Marcus,4.5,male,Unknown Mix,3/20/16,3/20/16,5/15/16,black and brown,short,medium,yes,,yes,yes,no,yes,,both flat and garden
834,2110,Buena,4.58,female,Unknown Mix,4/18/16,4/18/16,5/19/16,black and brown,short,large,no,,yes,yes,yes,yes,no,garden
835,2108,Boxi,4.67,male,Unknown Mix,5/4/16,5/4/16,5/19/16,brown,short,large,no,yes,yes,yes,yes,yes,no,garden
836,2104,Beka,4.42,female,Unknown Mix,3/20/16,3/20/16,5/19/16,black,short,medium,no,,yes,yes,yes,yes,no,both flat and garden
837,2109,Brissi,4.75,female,Unknown Mix,9/17/15,9/17/15,5/19/16,black,short,small,yes,,yes,yes,yes,yes,no,both flat and garden
838,3003,Jose,5.58,male,Unknown Mix,5/14/16,5/14/16,5/16/16,brown and white,short,medium,yes,,yes,Maybe?,yes,yes,,both flat and garden
839,2102,Bald,4.75,male,Unknown Mix,3/28/16,3/28/16,5/19/16,brown,short,small,no,,yes,yes,yes,yes,no,both flat and garden
840,235,Mazsi,12.92,female,Labrador Retriever Mix,12/3/10,12/3/10,5/3/16,black,short,medium,yes,,yes,Maybe?,yes,,,both flat and garden
841,227,Szami,10.92,female,Unknown Mix,12/17/10,12/17/10,5/3/16,black,short,medium,yes,,yes,Maybe?,yes,,,both flat and garden
842,233,Linda,11.92,female,Unknown Mix,12/3/10,12/3/10,5/3/16,black,short,medium,yes,,yes,Maybe?,yes,,,both flat and garden
843,1993,Janka,8.5,female,Unknown Mix,3/31/16,3/31/16,5/4/16,black,short,medium,yes,,yes,Maybe?,yes,,,both flat and garden
844,230,Tücsök,12.92,female,Dachshund Mix,3/1/12,3/1/12,5/3/16,black and tan,short,small,yes,,yes,Maybe?,yes,,,flat
845,237,Huncutka,12.92,female,German Shepherd Dog Mix,12/3/10,12/3/10,5/3/16,black and tan,short,medium,yes,,yes,Maybe?,yes,,,both flat and garden
846,238,Artúr,12.92,male,Unknown Mix,12/3/10,12/3/10,5/3/16,gray and white,wirehaired,medium,no,,yes,Maybe?,no,yes,,garden
847,232,Lady,14.92,female,Unknown Mix,12/3/10,12/3/10,5/3/16,yellow-brown,short,medium,yes,,yes,Maybe?,yes,,,both flat and garden
848,236,Bodrog,12.92,male,Unknown Mix,12/3/10,12/3/10,5/3/16,yellow-brown,wirehaired,medium,no,,yes,Maybe?,,yes,,both flat and garden
849,1990,Bobi,7.83,male,German Shepherd Dog Mix,3/31/16,3/31/16,5/3/16,sable,medium,large,no,,yes,Maybe?,,yes,,both flat and garden
850,234,Gigi,13.92,female,Pointer Mix,12/3/10,12/3/10,5/3/16,dotted,short,medium,yes,,yes,Maybe?,yes,,,garden
851,1491,Rexi,6.58,male,Unknown Mix,4/12/16,4/13/16,5/4/16,sable,short,medium,no,,yes,yes,,,,garden
852,581,Johnny,6.75,male,Unknown Mix,5/4/16,5/4/16,5/5/16,saddle back,short,large,yes,,yes,yes,yes,yes,yes,garden
853,241,Bea,9.33,female,German Shepherd Dog Mix,2/11/15,2/11/15,5/3/16,sable,short,large,yes,,yes,Maybe?,yes,yes,,garden
854,2695,Homár,6.58,male,Unknown Mix,4/28/16,5/21/16,5/5/16,black,short,medium,,,yes,yes,yes,yes,,both flat and garden
855,1998,Táncos,5.0,male,Unknown Mix,4/15/16,4/15/16,5/4/16,yellow-brown,short,medium,yes,,yes,Maybe?,,yes,,both flat and garden
856,221,Frenki,11.92,male,Labrador Retriever Mix,4/20/16,4/20/16,5/3/16,yellow-brown,short,large,no,,yes,Maybe?,,yes,,both flat and garden
857,224,Lui,10.92,male,Unknown Mix,2/24/14,2/24/14,5/3/16,black,short,small,no,,yes,Maybe?,,yes,,both flat and garden
858,1492,Süti,7.58,male,Beagle,4/28/16,4/29/16,5/6/16,tricolor,short,medium,no,,yes,yes,,,,both flat and garden
859,231,Hajni,11.92,female,Unknown Mix,12/3/10,12/3/10,5/3/16,black,wirehaired,medium,yes,,yes,Maybe?,yes,,,both flat and garden
860,2682,Baltazár,6.42,male,Pumi Mix,4/22/16,5/7/16,4/22/16,black,short,medium,,,yes,yes,,yes,,garden
861,217,Bogyó,4.92,female,Dachshund Mix,3/1/16,3/1/16,4/4/16,brown,short,small,yes,,yes,Maybe?,yes,yes,,flat
862,219,Torma,10.92,male,Unknown Mix,6/6/14,6/6/14,4/5/16,black and tan,wirehaired,small,no,,yes,Maybe?,,yes,,both flat and garden
863,1470,Csöpi,19.92,female,Unknown Mix,3/4/16,3/4/16,3/26/16,saddle back,short,medium,no,,,Maybe?,,,,
864,1484,Sajóvámosi  Gazdikeresõ,4.67,male,Unknown Mix,4/7/16,4/8/16,4/8/16,striped,wirehaired,medium,no,,yes,Maybe?,,,,garden
865,517,Bogyi,6.17,female,Unknown Mix,5/1/15,7/1/15,4/13/16,black,short,medium,yes,,yes,Maybe?,yes,yes,,both flat and garden
866,518,Bob,8.67,male,Unknown Mix,5/1/15,5/1/15,4/13/16,yellow,short,small,no,,yes,Maybe?,yes,yes,,flat
867,1488,Német Juhász Gazdát Keres,11.58,male,German Shepherd Dog,4/12/16,4/12/16,4/22/16,black and tan,medium,large,no,,yes,Maybe?,,,,garden
868,1490,Lucy,5.58,female,Hovawart Mix,4/12/16,4/12/16,4/29/16,black and brown,long,large,,,yes,Maybe?,,,,garden
869,1468,Nusi,7.67,female,Unknown Mix,2/27/16,2/27/16,3/26/16,brown,medium,small,,,,Maybe?,,,,
870,502,Alíz,7.17,female,Unknown Mix,4/5/14,5/15/14,4/9/16,black,short,medium,yes,,yes,Maybe?,yes,yes,,both flat and garden
871,220,Dorka,13.92,female,German Pointer Mix,1/1/11,1/1/11,4/5/16,brown,wirehaired,large,yes,,yes,Maybe?,yes,,,both flat and garden
872,1483,Bessy,10.67,female,German Shepherd Dog,4/4/16,4/4/16,4/5/16,black and tan,medium,large,no,,yes,yes,no,no,no,garden
873,1489,Keverék Kutyus Gazdit Keres,5.58,female,Dachshund Mix,4/20/16,4/20/16,4/27/16,black and brown,short,small,no,,yes,Maybe?,,,,both flat and garden
874,1486,Angel,6.58,female,Unknown Mix,4/11/16,4/12/16,4/15/16,yellow-brown,wirehaired,medium,no,yes,yes,yes,,,,both flat and garden
875,1485,Keverék Kiskutya Gazdit Keres,3.67,male,Unknown Mix,4/6/16,5/15/16,4/13/16,white,short,small,no,no,yes,yes,yes,yes,yes,flat
876,527,Gyufa,8.58,male,Dachshund Mix,11/19/15,11/19/15,4/22/16,black and white,short,small,yes,,,Maybe?,,,,
877,77,,7.67,female,Unknown Mix,4/3/16,4/3/16,4/3/16,yellow-brown,short,small,,,,Maybe?,,,,
878,1471,Linda,12.25,female,Unknown Mix,3/4/16,3/4/16,3/26/16,brown,short,medium,,,,Maybe?,,,,
879,2670,Gabi,4.75,male,German Shepherd Dog Mix,3/27/16,5/7/16,3/30/16,black and brown,short,medium,,,yes,yes,yes,,,garden
880,1461,Tacsi Pacsi,4.83,male,Unknown Mix,2/21/16,2/21/16,3/26/16,black,medium,medium,,,,Maybe?,,,,
881,1451,Demi,18.92,male,Dachshund Mix,1/22/16,1/22/16,3/26/16,brown,medium,small,,,,Maybe?,,,,
882,1482,Gazdát Keres,6.67,female,Caucasian Ovtcharka,3/18/16,3/20/16,3/25/16,saddle back,medium,large,yes,,yes,Maybe?,,,,garden
883,576,Katie,8.17,female,Labrador Retriever Mix,1/31/15,1/31/15,3/21/16,yellow,short,medium,yes,,yes,Maybe?,yes,yes,,both flat and garden
884,1452,Roxána,15.58,female,Fox Terrier Mix,1/22/16,1/22/16,3/26/16,tricolor,short,small,,,,Maybe?,,,,
885,562,Thomas,4.83,male,Unknown Mix,1/1/16,1/1/16,3/21/16,tricolor,short,medium,yes,,yes,Maybe?,yes,yes,,both flat and garden
886,1463,Cuki,9.08,male,Unknown Mix,2/22/16,2/22/16,3/26/16,red,short,medium,,,,Maybe?,,,,
887,1458,Adél,5.92,female,Unknown Mix,1/29/16,1/29/16,3/26/16,striped,short,medium,,,,Maybe?,,,,
888,1454,Írisz,3.92,female,Unknown Mix,1/23/16,1/23/16,3/26/16,black,short,medium,,,,Maybe?,,,,
889,1459,Kendi,5.92,female,Unknown Mix,2/28/16,2/28/16,3/26/16,black and brown,short,small,,,,Maybe?,,,,
890,1457,Cipó,4.08,male,Unknown Mix,2/2/16,2/2/16,3/26/16,tricolor,wirehaired,small,,,,Maybe?,,,,
891,1455,Cinke,9.33,female,Fox Terrier Mix,2/2/16,2/2/16,3/26/16,black and white,short,small,,,,Maybe?,,,,
892,1460,Morgen,9.17,male,Unknown Mix,2/19/16,2/19/16,3/26/16,brown,long,large,,,,Maybe?,,,,
893,1453,Isti,3.92,male,Unknown Mix,1/21/16,1/21/16,3/26/16,black,short,medium,,,,Maybe?,,,,
894,1464,Lora,8.5,female,Unknown Mix,2/22/16,2/22/16,3/26/16,black,short,medium,,,,Maybe?,,,,
895,1449,Mázli,5.92,male,Dachshund Mix,1/21/16,1/21/16,3/26/16,black,short,medium,,,,Maybe?,,,,
896,1462,Dani,11.75,male,Unknown Mix,2/22/16,2/22/16,3/26/16,yellow-brown,short,small,,,,Maybe?,,,,
897,577,Cliff,10.08,male,Staffordshire Terrier Mix,12/30/14,12/30/14,3/21/16,black and brown,short,medium,yes,,yes,Maybe?,no,yes,,both flat and garden
898,1466,Vendi,5.75,male,Unknown Mix,2/23/16,2/23/16,3/26/16,brown,short,medium,,,,Maybe?,,,,
899,1465,Polly,8.5,female,Unknown Mix,2/22/16,2/22/16,3/26/16,black,short,medium,,,,Maybe?,,,,
900,1262,Szigethalmi Maci,12.75,male,Caucasian Ovtcharka,3/12/16,3/13/16,3/16/16,gray and white,long,large,no,no,yes,yes,no,no,no,garden
901,1443,Gléda,3.92,female,Unknown Mix,1/19/16,1/19/16,3/15/16,black,short,medium,,,,Maybe?,,,,
902,1435,Stella,12.67,female,Unknown Mix,1/8/16,1/8/16,3/13/16,black,wirehaired,small,,,,Maybe?,,,,
903,1438,Klió,5.92,male,Unknown Mix,1/14/16,1/14/16,3/15/16,black and white,long,medium,yes,,,Maybe?,,,,
904,1447,Gandalf,3.92,male,Unknown Mix,1/16/16,1/16/16,3/15/16,white,short,medium,,,,Maybe?,,,,
905,1446,Gomez,3.92,male,Unknown Mix,1/19/16,1/19/16,3/15/16,white,short,medium,,,,Maybe?,,,,
906,1445,Gixer,3.92,male,Unknown Mix,1/19/16,1/19/16,3/15/16,saddle back,short,medium,,,,Maybe?,,,,
907,1436,Csipszi,5.0,female,Whippet Mix,1/9/16,1/9/16,3/13/16,black and brown,short,medium,,,,Maybe?,,,,
908,1433,Hudini,9.92,female,Unknown Mix,12/30/15,12/30/15,3/13/16,red and white,short,small,yes,,yes,Maybe?,,,,
909,1434,Sámson,5.25,male,Unknown Mix,1/6/16,1/6/16,3/13/16,gray,long,large,yes,,,Maybe?,,,,
910,1441,Gréta,3.92,female,Unknown Mix,1/19/16,1/19/16,3/15/16,black and brown,medium,medium,,,,Maybe?,,,,
911,1442,Garbó,3.92,male,Unknown Mix,1/19/16,1/19/16,3/15/16,brown,long,medium,,,,Maybe?,,,,
912,1448,Gamma,3.92,female,Unknown Mix,1/19/16,1/19/16,3/15/16,brown,short,medium,,,,Maybe?,,,,
913,1437,Mecset,5.5,male,Unknown Mix,1/14/16,1/14/16,3/13/16,white,long,medium,yes,,,Maybe?,yes,,,
914,1481,Német Juhász Keverék Gazdát Keres,10.67,male,"German Shepherd Dog, Siberian Husky Mix",3/10/16,3/11/16,3/21/16,black and brown,long,large,no,,yes,Maybe?,,,,garden
915,1480,Dézi És Bogár,14.75,female,German Shepherd Dog,3/9/16,3/9/16,3/16/16,black and tan,short,large,,,yes,Maybe?,,,,garden
916,1440,Piroska,4.83,female,Pinscher Mix,1/18/16,1/18/16,3/15/16,brown,short,small,,,,Maybe?,,,,
917,1444,Glenda,3.92,female,Unknown Mix,1/19/16,1/19/16,3/15/16,black,short,medium,,,,Maybe?,,,,
918,210,Cuki,4.42,female,Unknown Mix,3/1/16,3/1/16,3/20/16,spotty,short,small,yes,,yes,Maybe?,yes,yes,,both flat and garden
919,1439,Áfonya,4.83,female,Beagle Mix,1/18/16,1/18/16,3/15/16,yellow,short,medium,,,,Maybe?,,,,
